sequence,revcom,phylum,class,order,family,genus,species
GEQJ1S111G2ELJ,False,Tenericutes,Mollicutes,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111G2EON,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111G2ETP,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111G2GSZ,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S111G2H3P,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S111G2J08,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111G2JIB,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S111G2JUI,False,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,Peptococcus_niger
GEQJ1S111G2JY0,True,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
GEQJ1S111G2L73,False,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Unclassified,Unclassified
GEQJ1S111G2LG6,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Mogibacterium,Unclassified
GEQJ1S111G2MXK,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111G2N8M,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111G2NRJ,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Unclassified
GEQJ1S111G2OJX,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111G2QGN,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111G2QH7,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111G2QJ6,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111G2QWV,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111G2REJ,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S111G2RJD,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111G2RKQ,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111G2SRF,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111G2ST2,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111G2TGV,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111G2UOF,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111G2UQN,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111G2URR,False,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Unclassified,Unclassified
GEQJ1S111G2UW0,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111G2UWQ,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111G2Z6I,False,Actinobacteria,Coriobacteriia,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111G2ZIY,False,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_pyruvativorans
GEQJ1S111G3ACZ,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Mogibacterium,Unclassified
GEQJ1S111G3ALO,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111G3C71,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111G3DQ4,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111G3DS6,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S111G3GI9,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111G3JC2,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S111GQ4RP,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GQ5KI,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S111GQ5L1,False,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Unclassified,Unclassified
GEQJ1S111GR0PD,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GR14X,False,Cyanobacteria,Unclassified,Spirulinales,Spirulinaceae,Halospirulina,Halospirulina_tapeticola
GEQJ1S111GR19N,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GR2XV,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GR3K9,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GR3QT,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111GR4I2,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GR5D9,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S111GR7IX,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111GR9G7,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S111GR9SY,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GRB2R,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GRB4D,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S111GRBI1,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GRD3L,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S111GRDWM,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S111GREX6,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S111GRFOV,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111GRGZJ,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GRJ5L,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GRK7Y,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S111GRKGP,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S111GRKIK,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GRN5V,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GROOJ,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GROYB,False,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Unclassified,Unclassified
GEQJ1S111GRPJC,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GRPNV,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GRQ4P,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S111GRQ8P,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S111GRQJ8,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S111GRTNB,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S111GRUIK,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GRVCZ,False,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Coprothermobacter,Unclassified
GEQJ1S111GRW0M,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S111GRWNO,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111GRXKZ,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S111GRYS9,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GRYWN,True,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GRZ3E,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GS0D8,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GS1SG,False,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Unclassified,Unclassified
GEQJ1S111GS21K,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S111GS2PG,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S111GS39E,True,Bacteroidetes,Bacteroidia,Bacteroidales,Unclassified,Unclassified,Unclassified
GEQJ1S111GS3WP,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111GS409,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S111GS41H,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S111GS4AU,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GS4UJ,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S111GS5OG,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S111GS624,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GS6FX,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unclassified,Unclassified
GEQJ1S111GS6ON,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GS73C,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GS851,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Gottschalkia,Unclassified
GEQJ1S111GS8ER,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S111GS98U,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GS9T3,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S111GS9XW,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GSBEL,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GSBVO,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S111GSCLD,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GSDA0,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S111GSDDN,True,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Weeksella,Weeksella_virosa
GEQJ1S111GSDZ7,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111GSEJ5,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Gottschalkia,Unclassified
GEQJ1S111GSEPQ,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GSES4,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GSF2U,False,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus_cellulolyticus
GEQJ1S111GSH6S,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GSHKI,False,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Myceligenerans,Myceligenerans_halotolerans
GEQJ1S111GSI0X,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S111GSJK8,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GSK2O,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S111GSKWA,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111GSMAW,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GSMT4,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GSPVD,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111GSQ0I,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GSQIQ,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111GSR9T,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111GSSRO,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GST0K,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GST9I,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GSXCW,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GSXPN,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GSXS2,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GSY6I,True,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Weeksella,Weeksella_virosa
GEQJ1S111GSZ0Y,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Unclassified,Unclassified
GEQJ1S111GSZ5P,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S111GSZ8U,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GSZAT,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111GT08P,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S111GT0PD,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GT107,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GT2AK,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GT2B0,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GT2GP,True,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Unclassified
GEQJ1S111GT2PB,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Unclassified,Unclassified
GEQJ1S111GT2TJ,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S111GT33R,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GT3QF,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GT45U,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GT4DM,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S111GT5JA,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GT879,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GT8YY,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unclassified,Unclassified
GEQJ1S111GTA8U,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GTBD7,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GTC9I,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GTCN0,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GTDGU,False,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus_cellulolyticus
GEQJ1S111GTED5,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GTEDU,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GTEKU,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GTFDY,False,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Unclassified,Unclassified
GEQJ1S111GTGOD,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S111GTHW5,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Unclassified
GEQJ1S111GTIUV,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GTKU2,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GTN71,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S111GTN8H,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S111GTPR4,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GTR9O,False,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus_cellulolyticus
GEQJ1S111GTSE5,True,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unclassified
GEQJ1S111GTSFU,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GTU9A,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GTURL,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GTV0Q,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111GTVEM,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S111GTVGC,False,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Unclassified
GEQJ1S111GTX42,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GTXQ5,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111GTYVD,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GU09X,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GU0GH,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S111GU0RS,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111GU0T0,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111GU1ER,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S111GU1LF,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GU1RQ,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S111GU224,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GU2NT,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S111GU2YC,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GU2YR,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GU318,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S111GU3CD,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S111GU4GM,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111GU4PO,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
